,last_season_before_transfer,Age,Starts_abs_change,Starts_log_change,Min_abs_change,Min_log_change,Gls_abs_change,Gls_log_change,Ast_abs_change,Ast_log_change,CrdY_abs_change,CrdY_log_change,CrdR_abs_change,CrdR_log_change,SoT_abs_change,SoT_log_change,G/Sh_abs_change,G/Sh_log_change,passing_Att_abs_change,passing_Att_log_change,passing_Cmp%_abs_change,passing_Cmp%_log_change,TklW_abs_change,TklW_log_change,Blocks_abs_change,Blocks_log_change,Int_abs_change,Int_log_change,Clr_abs_change,Clr_log_change,dribbles_Att_abs_change,dribbles_Att_log_change,Carries_abs_change,Carries_log_change,Rec_abs_change,Rec_log_change,club_score_abs_change,club_score_log_change,mv_abs_change,mv_log_change,Arsenal FC,Brighton & Hove Albion,Chelsea FC,Crystal Palace,Everton FC,Liverpool FC,Manchester City,Manchester United,Newcastle United,Tottenham Hotspur,West Ham United,Wolverhampton Wanderers,attack,defence,goalkeeper,midfield,2019,2020,2021,2022
237,0,31.0,-8.0,-0.2231435513142097,-811.0,-0.2673520952467232,-1.0,-0.4054651081081645,1.0,0.4054651081081645,0.0,0.0,1.0,0.6931471805599453,-2.0,-0.4054651081081644,-0.04000000000000001,-0.0360399364831967,-659.0,-0.2694502427167942,-0.6000000000000085,-0.006772034909944047,-14.0,-0.55206858230004,-5.0,-0.21357410029805912,-9.0,-0.2702903297399115,-22.0,-0.6505875661411493,-42.0,-1.287854288306638,-416.0,-0.24979743769872798,-533.0,-0.2715990994524118,-2.0625,-0.2688135881473983,-5000000.0,-0.3254224004346291,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
238,0,32.0,0.0,0.0,122.0,0.045075972062658565,-1.0,-0.6931471805599453,-1.0,-0.4054651081081645,0.0,0.0,-1.0,-0.6931471805599453,-2.0,-0.6931471805599453,-0.09,-0.08617769624105241,-47.0,-0.022302229225359405,-0.29999999999999716,-0.0034032931317078408,7.0,0.3136575588550419,-7.0,-0.4054651081081646,2.0,0.06669137449867213,7.0,0.2559333741372005,9.0,0.4462871026284194,-161.0,-0.11633456268980247,-28.0,-0.01652930195121094,3.375,0.4085755305225567,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
239,0,26.0,1.0,0.4054651081081645,82.0,0.39945908404795194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0259754864032605,35.0,1.3062516534463544,17.9,0.3500959728406903,1.0,0.6931471805599453,1.0,0.6931471805599453,1.0,0.6931471805599453,-2.0,-1.0986122886681098,4.0,1.6094379124341003,13.0,0.6567795363890707,27.0,0.8266785731844681,-0.1004464285714286,-0.07243712798890434,-200000.0,-0.1823215567939549,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
240,0,31.0,37.0,1.8382794848629478,3401.0,2.020273190716858,-1.0,-0.4054651081081645,9.0,2.302585092994046,7.0,2.0794415416798357,0.0,0.0,2.0,0.5108256237659905,-0.6100000000000001,-0.4545547183046879,2504.0,2.280949207358838,5.099999999999994,0.07283732395226572,48.0,1.679642171107349,35.0,1.4307461236907244,39.0,1.5141277326297753,74.0,2.044755983691946,32.0,2.197224577336219,1194.0,2.498059644050599,1464.0,2.5064674088945784,1.2002840909090908,0.6111084642396938,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
241,0,29.0,4.0,0.2682639865946794,337.0,0.2707029460975088,-1.0,-0.2876820724517808,0.0,0.0,2.0,0.6931471805599453,0.0,0.0,1.0,0.2231435513142097,-0.14,-0.10303222589823513,27.0,0.08325298330378494,2.700000000000003,0.035136991296286446,-6.0,-0.3022808718729335,7.0,0.4595323293784399,-5.0,-0.3483066942682158,24.0,0.34130316389087856,7.0,2.0794415416798357,61.0,0.34710549292258186,12.0,0.05743204908587529,0.0,0.0,-1800000.0,-0.4700036292457348,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
242,0,30.0,9.0,0.42488319396526597,816.0,0.4537748333930294,-1.0,-0.4054651081081645,0.0,0.0,1.0,0.2231435513142097,0.0,0.0,-2.0,-0.5108256237659905,-0.15999999999999998,-0.13242458564933163,471.0,0.8727530215754724,4.099999999999994,0.051101460131758536,1.0,0.05715841383994835,9.0,0.38776553100876354,26.0,1.1526795099383853,22.0,0.2351197423609248,1.0,0.11778303565638382,313.0,0.918211962052049,354.0,0.9732424059986684,0.13822115384615385,0.09667328790136659,-1200000.0,-0.5108256237659923,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
243,0,31.0,-12.0,-0.6190392084062237,-1132.0,-0.705290347538277,-1.0,-0.6931471805599453,1.0,0.6931471805599453,-2.0,-0.5108256237659905,1.0,0.6931471805599453,-1.0,-0.4054651081081645,-0.13,-0.12221763272424911,-438.0,-0.7795968544510563,-2.8999999999999915,-0.03587273942993363,-6.0,-0.40546510810816416,-13.0,-0.6241543090729937,-22.0,-0.8649974374866045,-61.0,-0.869770716239262,-3.0,-0.4054651081081646,-289.0,-0.809012670087057,-309.0,-0.7831988031108033,-0.07528409090909088,-0.05149267630427118,-1200000.0,-1.0986122886681091,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
244,0,28.0,5.0,1.252762968495368,510.0,1.8877354280183578,0.0,0.0,0.0,0.0,1.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600000.0,0.2231435513142106,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
245,0,29.0,20.0,1.349926716949016,1740.0,1.3597385329557028,0.0,0.0,0.0,0.0,2.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,728.0,6.591673732008658,51.6,3.9627161197436642,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2.8903717578961645,0.0,0.0,336.0,5.820082930352362,226.0,5.424950017481403,0.13822115384615385,0.09667328790136659,-500000.0,-0.1823215567939549,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
246,0,30.0,-18.0,-1.0986122886681096,-1620.0,-1.177694330205961,0.0,0.0,0.0,0.0,-2.0,-0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,-478.0,-1.0662207928768748,10.399999999999999,0.18041860664786835,0.0,0.0,0.0,0.0,0.0,0.0,-12.0,-1.0986122886681096,0.0,0.0,-199.0,-0.8928292451951565,-134.0,-0.8923505243281467,-0.07528409090909088,-0.05149267630427118,-1500000.0,-0.916290731874156,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
247,1,31.0,-7.0,-1.5040773967762742,-630.0,-2.0697796307680996,0.0,0.0,0.0,0.0,-1.0,-0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,-250.0,-5.5254529391317835,-62.0,-4.143134726391533,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-1.791759469228055,0.0,0.0,-137.0,-4.927253685157205,-92.0,-4.532599493153256,1.2002840909090908,0.6111084642396938,-700000.0,-1.203972804325936,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
248,0,27.0,-11.0,-0.24294617861038947,-903.0,-0.22888041064824982,5.0,0.980829253011726,2.0,1.0986122886681098,3.0,0.24116205681688774,0.0,0.0,-5.0,-0.980829253011726,0.009999999999999995,0.009478743954543775,-1022.0,-0.3178876776613153,-0.4000000000000057,-0.004469281182296392,1.0,0.01769957709940062,-24.0,-0.489548225318706,3.0,0.03390155167568132,-21.0,-0.5045560107523954,-10.0,-0.3254224004346278,-386.0,-0.1867443857639568,-1020.0,-0.382805179016386,-0.53125,-0.19490033900081483,-12000000.0,-0.2623642644674895,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
249,0,28.0,-1.0,-0.025317807984289953,-218.0,-0.06410189379206876,1.0,0.11778303565638382,0.0,0.0,-6.0,-0.5596157879354227,0.0,0.0,-2.0,-1.0986122886681098,-0.06,-0.058268908123975824,-186.0,-0.0705371924890823,0.5,0.005583487425700362,-6.0,-0.11122563511022454,14.0,0.3136575588550419,-20.0,-0.25131442828090567,4.0,0.11778303565638337,9.0,0.2972515234679314,-231.0,-0.13110273326439614,-35.0,-0.016133099395092998,4.21875,0.9965281625548299,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
250,1,29.0,1.0,0.025317807984289953,216.0,0.06353209320685238,1.0,0.10536051565782634,1.0,0.2876820724517808,-1.0,-0.13353139262452252,0.0,0.0,3.0,1.3862943611198906,0.0,0.0,-127.0,-0.05118989780988503,0.6000000000000085,0.006659292089977065,-6.0,-0.1251631429540061,-16.0,-0.3677247801253176,-3.0,-0.04380262265839363,-13.0,-0.44802472252696024,-6.0,-0.18805223150293937,-146.0,-0.09270593280662442,-126.0,-0.06033423647304659,-3.125,-0.629777566627356,-15000000.0,-0.4700036292457348,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
251,0,29.0,-6.0,-0.2513144282809061,-623.0,-0.29425024056387716,3.0,0.3184537311185349,-2.0,-0.4054651081081644,0.0,0.0,0.0,0.0,-2.0,-0.06252035698133396,0.04000000000000001,0.0360399364831967,-249.0,-0.38817361099810377,-1.4000000000000057,-0.02170627858186336,-5.0,-0.40546510810816416,-21.0,-0.7731898882334818,-9.0,-0.5978370007556202,-21.0,-1.5040773967762742,-1.0,-0.009569451016150587,-189.0,-0.3234001550538599,-224.0,-0.31724087469332574,-0.19999999999999996,-0.1418301954392177,2500000.0,0.23361485118150682,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
252,0,30.0,5.0,0.21357410029805912,243.0,0.12526004687384518,0.0,0.0,2.0,0.4054651081081644,0.0,0.0,0.0,0.0,-8.0,-0.2984929885559966,0.03,0.026202372394024107,-30.0,-0.058840500022933284,1.2000000000000028,0.018634079544892934,-4.0,-0.5108256237659909,3.0,0.1541506798272585,-3.0,-0.3184537311185349,2.0,0.2876820724517808,-16.0,-0.16705408466316563,-21.0,-0.043350440873613394,39.0,0.06297479916138826,0.5,0.322773392263051,-2000000.0,-0.1823215567939549,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
253,0,31.0,20.0,0.5705448584676129,1849.0,0.6396584956089582,3.0,0.24116205681688774,6.0,0.6931471805599454,7.0,1.01160091167848,1.0,0.6931471805599453,12.0,0.41985384556026384,-0.03,-0.026202372394024107,391.0,0.5821591880363908,-1.3999999999999986,-0.02177379954956038,19.0,1.4271163556401456,8.0,0.32277339226305113,-3.0,-0.47000362924573547,8.0,0.6931471805599454,40.0,0.37469344944141003,405.0,0.6175775759900999,485.0,0.5647445760761016,-0.044642857142857206,-0.024938948347252077,-3000000.0,-0.35667494393873334,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
254,0,32.0,-13.0,-0.33213383502261484,-1155.0,-0.34979856385716435,0.0,0.0,-8.0,-1.0986122886681098,-8.0,-1.2992829841302609,-1.0,-0.6931471805599453,-3.0,-0.08961215868968697,0.04000000000000001,0.03478611608541558,-407.0,-0.6150163531941661,-5.899999999999999,-0.09735629683202252,-13.0,-0.7339691750802002,-10.0,-0.4228568508200339,5.0,0.6931471805599456,-5.0,-0.3746934494414105,-42.0,-0.39768296766610955,-368.0,-0.5424153074814724,-471.0,-0.5430719011772052,-0.4151785714285714,-0.26768140574511146,-1000000.0,-0.15415067982725716,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
255,0,26.0,-16.0,-0.3677247801253176,-1477.0,-0.3881897918552788,0.0,0.0,1.0,0.6931471805599453,-1.0,-0.6931471805599453,1.0,0.6931471805599453,0.0,0.0,0.0,0.0,-617.0,-0.4385138827531776,4.900000000000006,0.0570253377867882,-1.0,-0.6931471805599453,0.0,0.0,-1.0,-0.4054651081081645,0.0,0.0,-2.0,-1.0986122886681098,-389.0,-0.430022958889829,-307.0,-0.42068095534541694,-1.875,-0.27570588140506547,-12000000.0,-0.1823215567939549,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
256,0,27.0,7.0,0.17768117723745247,697.0,0.20198354847991595,1.0,0.6931471805599453,-1.0,-0.6931471805599453,1.0,0.6931471805599453,-1.0,-0.6931471805599453,1.0,0.6931471805599453,1.0,0.6931471805599453,297.0,0.23502628401991288,-1.8000000000000114,-0.02057215407520907,2.0,1.0986122886681098,0.0,0.0,1.0,0.4054651081081645,14.0,0.6007738604289301,2.0,1.0986122886681098,136.0,0.17214099686183726,230.0,0.3306142750319063,-2.78125,-0.636576829071551,-10000000.0,-0.1823215567939549,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
257,0,28.0,12.0,0.2461330695389088,1080.0,0.2495051596654978,-1.0,-0.6931471805599453,1.0,0.6931471805599453,-1.0,-0.6931471805599453,0.0,0.0,-1.0,-0.6931471805599453,-1.0,-0.6931471805599453,462.0,0.2820243487319223,2.0,0.022832042042645995,0.0,0.0,2.0,1.0986122886681098,-2.0,-1.0986122886681098,3.0,0.09237332013101529,1.0,0.2876820724517808,348.0,0.33978898924720724,330.0,0.339266022269368,3.375,0.7323678937132265,-15000000.0,-0.35667494393873156,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
258,0,29.0,-7.0,-0.13613217432458002,-660.0,-0.14495840981929042,0.0,0.0,0.0,0.0,1.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,-152.0,-0.08430710645999451,-1.6999999999999886,-0.0193738253396889,-2.0,-1.0986122886681098,1.0,0.2876820724517808,0.0,0.0,-12.0,-0.4353180712578455,0.0,0.0,-52.0,-0.044000329262437354,-67.0,-0.060188797011105244,-4.25625,-1.0636536036471393,-3000000.0,-0.08961215868968608,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
259,0,27.0,22.0,0.8303483020734301,1950.0,0.8995469965622753,7.0,1.2039728043259361,0.0,0.0,3.0,0.5596157879354227,0.0,0.0,18.0,1.2729656758128873,0.09,0.0814930342511828,570.0,1.100956955627364,5.800000000000011,0.07536032047018715,7.0,0.24686007793152598,13.0,0.5679840376059393,9.0,0.7537718023763804,15.0,1.1451323043030028,91.0,1.474847758461336,528.0,1.0739805014784443,625.0,1.0706166811786826,-0.1004464285714286,-0.07243712798890434,1500000.0,0.20763936477824352,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
260,0,28.0,-14.0,-0.44468582126144574,-1069.0,-0.3933694057539059,-8.0,-1.6094379124341005,1.0,0.2876820724517808,-2.0,-0.33647223662121295,0.0,0.0,-13.0,-0.7339691750802002,-0.10999999999999999,-0.1005412292218773,-186.0,-0.24564302025192486,-1.1000000000000085,-0.01386285590839531,-5.0,-0.16989903679539742,-1.0,-0.03390155167568132,1.0,0.05715841383994835,-9.0,-0.5260930958967793,-28.0,-0.2708749541354001,-216.0,-0.31378881828950256,-239.0,-0.2894361511334145,0.0,0.0,-2000000.0,-0.2876820724517799,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
261,0,29.0,1.0,0.03922071315328157,-9.0,-0.004065964490195917,2.0,0.6931471805599453,0.0,0.0,-2.0,-0.5108256237659905,0.0,0.0,-3.0,-0.2876820724517808,0.04,0.037740327982847065,87.0,0.12242957571237945,-1.3999999999999915,-0.01792621626815194,7.0,0.23052365861183244,5.0,0.15906469462968742,0.0,0.0,3.0,0.2076393647782444,-18.0,-0.2231435513142097,111.0,0.17346562118351194,68.0,0.09121600827166176,0.0535714285714286,0.03928492067200384,-1000000.0,-0.1823215567939549,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
262,0,30.0,8.0,0.2682639865946794,688.0,0.2711357943492336,1.0,0.2231435513142097,0.0,0.0,3.0,0.6931471805599452,0.0,0.0,2.0,0.2006706954621511,0.039999999999999994,0.036367644170874874,121.0,0.14864834168736696,0.8999999999999915,0.011560822401076365,10.0,0.25782910930209946,2.0,0.05715841383994835,1.0,0.054067221270275745,16.0,0.6931471805599454,78.0,0.7339691750802002,105.0,0.14032319710599062,153.0,0.17911128116370634,0.049715909090909116,0.035126541620618124,-1000000.0,-0.2231435513142106,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
263,1,30.0,-9.0,-0.8266785731844679,-611.0,-0.6163534894367588,1.0,0.2876820724517808,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13353139262452252,0.08,0.07342746855481706,-221.0,-1.1201847739222384,10.599999999999994,0.18326987360281422,4.0,1.6094379124341003,-3.0,-0.6931471805599452,-1.0,-0.4054651081081645,-2.0,-0.22314355131421015,-8.0,-1.2992829841302609,-141.0,-1.2975662455112063,-255.0,-1.252762968495368,1.2002840909090908,0.6111084642396938,-1000000.0,-0.13353139262452274,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
264,0,29.0,6.0,0.18232155679395445,405.0,0.14211997058508175,0.0,0.0,0.0,0.0,3.0,0.47000362924573547,0.0,0.0,-2.0,-0.5108256237659905,0.009999999999999995,0.00930239266231353,332.0,0.19545555978304385,1.0999999999999943,0.014202950177993223,19.0,0.42381424677636126,22.0,0.6312717768418579,11.0,0.24846135929849966,25.0,0.3254224004346282,-4.0,-0.11441035117774412,212.0,0.20575180860234088,211.0,0.18488483919711918,0.21875,0.15082288973458363,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
265,0,30.0,-9.0,-0.2876820724517808,-657.0,-0.2419653055547979,0.0,0.0,0.0,0.0,-1.0,-0.13353139262452252,0.0,0.0,3.0,0.6931471805599452,-0.009999999999999995,-0.00930239266231353,-357.0,-0.21184399606027693,6.400000000000006,0.07885857491231985,-19.0,-0.42381424677636126,-19.0,-0.5179430915348546,-29.0,-0.867500567704723,-38.0,-0.5485659517488375,-12.0,-0.4519851237430572,-187.0,-0.17916863773433978,-184.0,-0.15923022557055688,0.25,0.14842000511827325,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
266,0,26.0,-1.0,-0.0246926125903717,-6.0,-0.0017472339913844337,-3.0,-0.916290731874155,-3.0,-0.6931471805599452,0.0,0.0,0.0,0.0,-7.0,-0.7731898882334818,-0.06,-0.055569851154810807,-851.0,-0.3218959359063849,4.8999999999999915,0.057426438499821764,-3.0,-0.07598590697792229,-6.0,-0.15028220304933804,-17.0,-0.46134556650262093,8.0,0.11778303565638382,18.0,0.6931471805599454,-335.0,-0.2044182040715441,-570.0,-0.27350926331232106,-0.3999999999999999,-0.2200618847768016,-2000000.0,-0.08701137698962924,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
267,0,27.0,3.0,0.07232066157962613,290.0,0.08114068548817244,0.0,0.0,0.0,0.0,-4.0,-0.3364722366212125,1.0,0.6931471805599453,4.0,0.5108256237659909,-0.010000000000000002,-0.00956945101615072,711.0,0.2755607119194359,2.700000000000003,0.030288350064809677,1.0,0.02597548640326064,-10.0,-0.3150810466398952,11.0,0.3215836241274621,-27.0,-0.4700036292457357,-12.0,-0.40546510810816416,562.0,0.32244648804307463,571.0,0.27392899049581754,0.0625,0.037740327982847044,-2000000.0,-0.09531017980432566,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
268,0,28.0,-13.0,-0.3600027340314069,-1269.0,-0.4170884312905203,0.0,0.0,0.0,0.0,1.0,0.09531017980432477,1.0,0.4054651081081645,-4.0,-0.5108256237659909,0.0,0.0,-1362.0,-0.6187488905060858,-3.5,-0.039441732051296974,-20.0,-0.719122666963206,-5.0,-0.20479441264601306,-18.0,-0.5978370007556202,-13.0,-0.3409265869705931,3.0,0.11778303565638337,-1008.0,-0.6819302865574945,-1085.0,-0.6075355798347069,0.4624999999999999,0.24221969837502355,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
269,1,29.0,14.0,0.38299225225610556,1241.0,0.40953511779646146,8.0,1.6094379124341005,5.0,0.980829253011726,-2.0,-0.2006706954621511,-2.0,-1.0986122886681098,15.0,1.252762968495368,0.13999999999999999,0.126293725324292,453.0,0.2506852996033446,-1.0,-0.011560822401076365,20.0,0.719122666963206,12.0,0.4353180712578455,-4.0,-0.20067069546215155,19.0,0.4660897299245992,9.0,0.2876820724517808,375.0,0.31021958835365027,454.0,0.29993337423230226,1.13125,0.42275660521822533,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
270,0,27.0,1.0,0.06453852113757108,83.0,0.049995355455684454,-2.0,-0.33647223662121295,0.0,0.0,-1.0,-0.15415067982725827,0.0,0.0,-1.0,-0.06062462181643502,-0.05000000000000002,-0.04485056616535178,95.0,0.14766884222506693,0.7999999999999972,0.010050335853501124,8.0,0.32277339226305113,-8.0,-0.45198512374305766,0.0,0.0,9.0,1.1786549963416462,17.0,0.36179004460550335,120.0,0.20727941516730297,80.0,0.13420441564487895,-2.5625,-0.8075575317376896,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
271,1,28.0,-3.0,-0.2076393647782444,-383.0,-0.25493015641600536,-1.0,-0.2231435513142097,-2.0,-0.5108256237659905,2.0,0.2876820724517808,1.0,0.6931471805599453,5.0,0.27193371548364187,-0.01999999999999999,-0.018519047767237548,-151.0,-0.2461666767711881,1.2000000000000028,0.014888612493750841,-7.0,-0.2762533766281581,9.0,0.49643688631389127,0.0,0.0,-10.0,-1.466337068793427,12.0,0.19415601444095731,-193.0,-0.35823622450568493,-114.0,-0.19718819150723998,0.0803571428571428,0.03822121282019775,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
272,0,26.0,21.0,2.4423470353692043,1971.0,3.120572158060056,0.0,0.0,0.0,0.0,2.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,449.0,3.1548704948922883,-21.799999999999997,-0.25850547050475203,0.0,0.0,0.0,0.0,1.0,0.6931471805599453,4.0,1.6094379124341003,0.0,0.0,257.0,2.9630614912644426,183.0,2.71316530176898,-0.3999999999999999,-0.2200618847768016,27200000.0,2.371577964480995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
273,1,27.0,-21.0,-2.4423470353692043,-1941.0,-2.8356411189801642,0.0,0.0,0.0,0.0,-2.0,-1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,-468.0,-6.150602768446279,-72.9,-4.302712827954156,0.0,0.0,0.0,0.0,-1.0,-0.6931471805599453,-4.0,-1.6094379124341003,0.0,0.0,-270.0,-5.602118820879701,-195.0,-5.278114659230517,0.0625,0.037740327982847044,-2000000.0,-0.0689928714869481,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
274,0,28.0,-13.0,-0.3930425881096071,-1111.0,-0.3881008201988285,0.0,0.0,-3.0,-0.6931471805599452,-2.0,-0.33647223662121295,1.0,0.6931471805599453,5.0,0.3746934494414105,0.009999999999999995,0.00930239266231353,-1116.0,-0.5780778507751583,-2.6999999999999886,-0.03263129397040743,-31.0,-0.7849547298130681,-10.0,-0.4054651081081646,-12.0,-0.28768207245178123,-64.0,-0.8593825996022755,-15.0,-0.4700036292457357,-656.0,-0.5112324585966634,-866.0,-0.6053495369854494,-0.53125,-0.19490033900081483,-8000000.0,-0.5108256237659887,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
275,0,29.0,-11.0,-0.523248143764548,-1091.0,-0.6266898868477515,-2.0,-0.5108256237659905,-2.0,-1.0986122886681098,-2.0,-0.5108256237659905,-1.0,-0.6931471805599453,-4.0,-0.2876820724517808,0.0,0.0,-705.0,-0.681989463689292,0.6999999999999886,0.008562743449887833,-16.0,-0.9555114450274362,-4.0,-0.2231435513142097,-20.0,-0.8109302162163288,-12.0,-0.2947995402206449,-2.0,-0.08338160893905089,-561.0,-0.8456038061111544,-518.0,-0.6883556045500461,4.21875,0.9965281625548299,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
276,1,30.0,23.0,0.8909729238898652,2284.0,1.0382538720974912,3.0,0.6931471805599452,5.0,1.791759469228055,7.0,1.2039728043259361,0.0,0.0,10.0,0.6061358035703157,-0.009999999999999995,-0.00930239266231353,1152.0,0.9546575651591391,-3.0999999999999943,-0.03849016399136129,33.0,1.4586150226995165,22.0,0.8649974374866045,47.0,1.3705460041517514,24.0,0.5221893824163062,23.0,0.6931471805599454,697.0,0.975185394275913,790.0,0.9204884102378728,-3.125,-0.629777566627356,-7000000.0,-0.8754687373539003,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
277,0,28.0,16.0,1.6094379124341003,1562.0,1.9807255687406782,-1.0,-0.6931471805599453,2.0,1.0986122886681098,4.0,1.6094379124341003,0.0,0.0,3.0,0.916290731874155,-1.0,-0.6931471805599453,814.0,1.9438070988585343,6.5,0.08631765514425727,14.0,1.0986122886681098,11.0,1.3217558399823195,12.0,1.3862943611198906,25.0,1.7917594692280552,20.0,2.0368819272610397,515.0,1.9542783987258296,602.0,2.0113123524115357,0.0625,0.037740327982847044,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
278,0,29.0,2.0,0.09531017980432521,44.0,0.023992426743221884,1.0,0.6931471805599453,1.0,0.2876820724517808,0.0,0.0,0.0,0.0,-3.0,-0.916290731874155,0.08,0.0769610411361284,163.0,0.1583523666809583,0.9000000000000057,0.01138532222512545,14.0,0.5108256237659905,4.0,0.2363887780642302,2.0,0.11778303565638337,2.0,0.06453852113757108,-10.0,-0.5705448584676129,78.0,0.12221763272424901,75.0,0.10247866928293714,0.4624999999999999,0.24221969837502355,-3000000.0,-0.6931471805599454,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
279,0,30.0,-20.0,-2.3978952727983707,-1733.0,-2.713994557973729,-1.0,-0.6931471805599453,-3.0,-1.3862943611198906,-4.0,-1.6094379124341003,0.0,0.0,-1.0,-0.6931471805599453,-0.08,-0.0769610411361284,-1085.0,-3.682609841100341,-0.7000000000000028,-0.008844024796452743,-34.0,-3.5553480614894135,-17.0,-2.251291798606495,-17.0,-2.8903717578961645,-30.0,-2.772588722239781,-12.0,-2.5649493574615367,-661.0,-3.685933943884179,-747.0,-3.5108962989185795,1.13125,0.42275660521822533,-1000000.0,-0.4054651081081655,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
280,0,27.0,-13.0,-0.9650808960435873,-1183.0,-1.130601058635997,1.0,0.6931471805599453,-1.0,-0.6931471805599453,1.0,0.4054651081081645,0.0,0.0,0.0,0.0,0.33,0.28517894223366247,-650.0,-1.280933845462065,-4.299999999999997,-0.04718373812115839,-9.0,-0.693147180559945,-19.0,-1.749199854809259,-24.0,-1.2992829841302607,-58.0,-1.2909841813155651,6.0,0.7884573603642704,-389.0,-1.2887858207447502,-482.0,-1.282434220837299,0.40625,0.15984870094189596,-2000000.0,-0.33647223662121206,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
